sentence_id,chunk_id,subchunk_id,order_idx,char_start,char_end_incl,pali_text
s_000002_001_003,chunk_000002,sc_000002_001,3,599,898,"Kasmā panettha yathā abhidhamme ‘‘yasmiṃ samaye kāmāvacara’’nti ca ito aññesu suttapadesu ‘‘yasmiṃ samaye, bhikkhave, bhikkhu vivicceva kāmehī’’ti ca bhummavacanena niddeso kato, vinaye ca ‘‘tena samayena buddho bhagavā’’ti karaṇavacanena, tathā akatvā ‘‘ekaṃ samaya’’nti upayogavacananiddeso katoti."
s_000002_001_004,chunk_000002,sc_000002_001,4,900,944,Tattha tathā idha ca aññathā atthasambhavato.
s_000002_001_005,chunk_000002,sc_000002_001,5,946,1046,Tattha hi abhidhamme ito aññesu suttapadesu ca adhikaraṇattho bhāvenabhāvalakkhaṇattho ca sambhavati.
s_000002_001_006,chunk_000002,sc_000002_001,6,1048,1261,"Adhikaraṇañhi kālattho ca samūhattho ca samayo, tattha vuttānaṃ phassādidhammānaṃ khaṇasamavāyahetusaṅkhātassa ca samayassa bhāvena tesaṃ bhāvo lakkhīyati, tasmā tadatthajotanatthaṃ tattha bhummavacananiddeso kato."
s_000002_001_007,chunk_000002,sc_000002_001,7,1263,1307,Vinaye ca hetuattho karaṇattho ca sambhavati.
s_000002_001_008,chunk_000002,sc_000002_001,8,1309,1569,"Yo hi so sikkhāpadapaññattisamayo sāriputtādīhipi dubbiññeyyo, tena samayena hetubhūtena karaṇabhūtena ca sikkhāpadāni paññāpayanto sikkhāpadapaññattihetuñca apekkhamāno bhagavā tattha tattha vihāsi, tasmā tadatthajotanatthaṃ tattha karaṇavacanena niddeso kato."
s_000002_001_009,chunk_000002,sc_000002_001,9,1571,1632,Idha pana aññasmiñca evaṃjātike accantasaṃyogattho sambhavati.
s_000002_001_010,chunk_000002,sc_000002_001,10,1634,1793,"Yañhi samayaṃ bhagavā imaṃ aññaṃ vā suttantaṃ desesi, accantameva taṃ samayaṃ karuṇāvihārena vihāsi, tasmā tadatthajotanatthaṃ idha upayogavacananiddeso katoti."
s_000002_001_011,chunk_000002,sc_000002_001,11,1795,1906,"Tenetaṃ vuccati – ‘‘Taṃ taṃ atthamapekkhitvā, bhummena karaṇena ca; Aññatra samayo vutto, upayogena so idhā’’ti."
s_000002_001_012,chunk_000002,sc_000002_001,12,1908,2057,"Porāṇā pana vaṇṇayanti – ‘‘tasmiṃ samaye’’ti vā – ‘‘tena samayenā’’ti vā – ‘‘ekaṃ samaya’’nti vā abhilāpamattabhedo esa, sabbattha bhummameva atthoti."
s_000002_002_013,chunk_000002,sc_000002_002,13,2059,2128,Tasmā ‘‘ekaṃ samaya’’nti vuttepi ‘‘ekasmiṃ samaye’’ti attho veditabbo.
s_000002_002_014,chunk_000002,sc_000002_002,14,2130,2144,Bhagavāti garu.
s_000002_002_015,chunk_000002,sc_000002_002,15,2146,2180,Garuñhi loke ‘‘bhagavā’’ti vadanti.
s_000002_002_016,chunk_000002,sc_000002_002,16,2182,2260,"Ayañca sabbaguṇavisiṭṭhatāya sabbasattānaṃ garu, tasmā ‘‘bhagavā’’ti veditabbo."
s_000002_002_017,chunk_000002,sc_000002_002,17,2262,2381,"Porāṇehipi vuttaṃ – ‘‘Bhagavāti vacanaṃ seṭṭhaṃ, bhagavāti vacanamuttamaṃ; Garugāravayutto so, bhagavā tena vuccatī’’ti."
s_000002_002_018,chunk_000002,sc_000002_002,18,2383,2550,"Apica – ‘‘Bhāgyavā bhaggavā yutto, bhagehi ca vibhattavā; Bhattavā vantagamano, bhavesu bhagavā tato’’ti. – Imissā gāthāya vasenassa padassa vitthārato attho veditabbo."
s_000002_002_019,chunk_000002,sc_000002_002,19,2552,2602,So ca visuddhimagge buddhānussatiniddese vuttoyeva.
s_000002_002_020,chunk_000002,sc_000002_002,20,2604,2714,Ettāvatā cettha evaṃ me sutanti vacanena yathāsutaṃ dhammaṃ dassento bhagavato dhammasarīraṃ paccakkhaṃ karoti.
s_000002_002_021,chunk_000002,sc_000002_002,21,2716,2829,"Tena – ‘‘nayidaṃ atikkantasatthukaṃ pāvacanaṃ, ayaṃ vo satthā’’ti satthu adassanena ukkaṇṭhitaṃ janaṃ samassāseti."
s_000002_002_022,chunk_000002,sc_000002_002,22,2831,2941,Ekaṃ samayaṃ bhagavāti vacanena tasmiṃ samaye bhagavato avijjamānabhāvaṃ dassento rūpakāyaparinibbānaṃ sādheti.
s_000002_002_023,chunk_000002,sc_000002_002,23,2943,3157,"Tena ‘‘evaṃvidhassa nāma ariyadhammassa desako dasabaladharo vajirasaṅghātasamānakāyo, sopi bhagavā parinibbuto, kena aññena jīvite āsā janetabbā’’ti jīvitamadamattaṃ janaṃ saṃvejeti, saddhamme cassa ussāhaṃ janeti."
s_000002_002_024,chunk_000002,sc_000002_002,24,3159,3203,Evanti ca bhaṇanto desanāsampattiṃ niddisati.
s_000002_002_025,chunk_000002,sc_000002_002,25,3205,3231,Me sutanti sāvakasampattiṃ.
s_000002_002_026,chunk_000002,sc_000002_002,26,3233,3261,Ekaṃ samayanti kālasampattiṃ.
s_000002_002_027,chunk_000002,sc_000002_002,27,3263,3288,Bhagavāti desakasampattiṃ.
s_000002_002_028,chunk_000002,sc_000002_002,28,3290,3453,"Ukkaṭṭhāyaṃ viharatīti ettha ukkāti dīpikā, tañca nagaraṃ ‘‘maṅgaladivaso sukhaṇo sunakkhattaṃ mā atikkamī’’ti rattimpi ukkāsu ṭhitāsu māpitattā ukkaṭṭhāti vuccati."
s_000002_002_029,chunk_000002,sc_000002_002,29,3455,3534,"Daṇḍadīpikāsu jāletvā dhārīyamānāsu māpitattāti vuttaṃ hoti, tassaṃ ukkaṭṭhāyaṃ."
s_000002_002_030,chunk_000002,sc_000002_002,30,3536,3566,Samīpatthe cetaṃ bhummavacanaṃ.
s_000002_002_031,chunk_000002,sc_000002_002,31,3568,3660,Viharatīti avisesena iriyāpathadibbabrahmaariyavihāresu aññataravihārasamaṅgiparidīpanametaṃ.
s_000002_002_032,chunk_000002,sc_000002_002,32,3662,3756,Idha pana ṭhānagamananisinnasayanappabhedesu riyāpathesu aññatarairiyāpathasamāyogaparidīpanaṃ.
s_000002_002_033,chunk_000002,sc_000002_002,33,3758,3833,Tena ṭhitopi gacchantopi nisinnopi sayānopi bhagavā viharaticceva veditabbo.
s_000002_002_034,chunk_000002,sc_000002_002,34,3835,3973,"So hi bhagavā ekaṃ iriyāpathabādhanaṃ aññena iriyāpathena vicchinditvā aparipatantaṃ attabhāvaṃ harati pavatteti, tasmā viharatīti vuccati."
s_000002_003_035,chunk_000002,sc_000002_003,35,3975,4064,"Subhagavaneti ettha subhagattā subhagaṃ, sundarasirikattā sundarakāmattā cāti vuttaṃ hoti."
s_000002_003_036,chunk_000002,sc_000002_003,36,4066,4345,"Tassa hi vanassa sirisampattiyā manussā annapānādīni ādāya divasaṃ tattheva chaṇasamajjaussave karontā bhogasukhaṃ anubhonti, sundarasundare cettha kāme patthenti ‘‘puttaṃ labhāma, dhītaraṃ labhāmā’’ti, tesaṃ taṃ tatheva hoti, evaṃ taṃ sundarasirikattā sundarakāmattā ca subhagaṃ."
s_000002_003_037,chunk_000002,sc_000002_003,37,4347,4381,Apica bahujanakantatāyapi subhagaṃ.
s_000002_003_038,chunk_000002,sc_000002_003,38,4383,4471,"Vanayatīti vanaṃ, attasampadāya sattānaṃ bhattiṃ kāreti, attani sinehaṃ uppādetīti attho."
s_000002_003_039,chunk_000002,sc_000002_003,39,4473,4668,"Vanute iti vā vanaṃ, nānāvidhakusuma-gandhasammodamattakokilādivihaṅgamābhirutehi mandamālutacalitarukkhasākhāviṭapapallavapalāsehi ca ‘‘etha maṃ paribhuñjathā’’ti sabbapāṇino yācati viyāti attho."
s_000002_003_040,chunk_000002,sc_000002_003,40,4670,4707,Subhagañca taṃ vanañcāti subhagavanaṃ.
s_000002_003_041,chunk_000002,sc_000002_003,41,4709,4727,Tasmiṃ subhagavane.
s_000002_003_042,chunk_000002,sc_000002_003,42,4729,4772,"Vanañca nāma ropimaṃ, sayaṃjātanti duvidhaṃ."
s_000002_003_043,chunk_000002,sc_000002_003,43,4774,4810,Tattha veḷuvanajetavanādīni ropimāni.
s_000002_003_044,chunk_000002,sc_000002_003,44,4812,4856,Andhavanamahāvanaañjanavanādīni sayaṃ jātāni.
s_000002_003_045,chunk_000002,sc_000002_003,45,4858,4888,Idampi sayaṃjātanti veditabbaṃ.
s_000002_003_046,chunk_000002,sc_000002_003,46,4890,4938,Sālarājamūleti ettha sālarukkhopi sāloti vuccati.
s_000002_003_047,chunk_000002,sc_000002_003,47,4940,5147,"Yathāha ‘‘seyyathāpi, bhikkhave, gāmassa vā nigamassa vā avidūre mahantaṃ sālavanaṃ, tañcassa eḷaṇḍehi sañchanna’’nti (ma. ni. 1.225) ‘‘antarena yamakasālāna’’nti ca (dī. ni. 2.195) vanappatijeṭṭhakarukkhopi."
s_000002_003_048,chunk_000002,sc_000002_003,48,5149,5274,"Yathāha – ‘‘Taveva deva vijite, tavevuyyānabhūmiyā; Ujuvaṃsā mahāsālā, nīlobhāsā manoramā’’ti. (jā. 2.19.4); Yo koci rukkhopi."
s_000002_003_049,chunk_000002,sc_000002_003,49,5276,5374,"Yathāha ‘‘atha kho taṃ, bhikkhave, māluvabījaṃ aññatarasmiṃ sālamūle nipateyyā’’ti (ma. ni. 1.469)."
s_000002_003_050,chunk_000002,sc_000002_003,50,5376,5419,Idha pana vanappatijeṭṭhakarukkho adhippeto.
s_000002_003_051,chunk_000002,sc_000002_003,51,5421,5468,Rājasaddo panassa tameva jeṭṭhakabhāvaṃ sādheti.
s_000002_003_052,chunk_000002,sc_000002_003,52,5470,5552,Yathāha ‘‘suppatiṭṭhitassa kho brāhmaṇa dhammika nigrodharājassā’’ti (a. ni. 6.54).
s_000002_003_053,chunk_000002,sc_000002_003,53,5554,5651,"Tattha dvedhā samāso, sālānaṃ rājātipi sālarājā, sālo ca so jeṭṭhakaṭṭhena rājā ca itipi sālarājā."
s_000002_003_054,chunk_000002,sc_000002_003,54,5653,5668,Mūlanti samīpaṃ.
s_000002_003_055,chunk_000002,sc_000002_003,55,5670,5943,"Ayañhi mūlasaddo, ‘‘mūlāni uddhareyya, antamaso usiranāḷimattānipī’’tiādīsu (a. ni. 4.195) mūlamūle dissati. ‘‘Lobho akusalamūla’’ntiādīsu (dī. ni. 3.305) asādhāraṇahetumhi. ‘‘Yāva majjhanhike kāle chāyā pharati, nivāte paṇṇāni patanti, ettāvatā rukkhamūla’’ntiādīsu samīpe."
s_000002_004_056,chunk_000002,sc_000002_004,56,5945,6025,"Idha pana samīpe adhippeto, tasmā sālarājassa samīpeti evamettha attho daṭṭhabbo."
s_000002_004_057,chunk_000002,sc_000002_004,57,6027,6227,"Tattha siyā – yadi tāva bhagavā ukkaṭṭhāyaṃ viharati, ‘‘subhagavane sālarājamūle’’ti na vattabbaṃ, atha tattha viharati, ‘‘ukkaṭṭhāya’’nti na vattabbaṃ, na hi sakkā ubhayattha ekaṃ samayaṃ viharitunti."
s_000002_004_058,chunk_000002,sc_000002_004,58,6229,6259,Na kho panetaṃ evaṃ daṭṭhabbaṃ.
s_000002_004_059,chunk_000002,sc_000002_004,59,6261,6311,Nanu avocumha ‘‘samīpatthe cetaṃ bhummavacana’’nti.
s_000002_004_060,chunk_000002,sc_000002_004,60,6313,6560,"Tasmā yathā gaṅgāyamunādīnaṃ samīpe goyūthāni carantāni ‘‘gaṅgāya caranti, yamunāya carantī’’ti vuccanti, evamidhāpi yadidaṃ ukkaṭṭhāya samīpe subhagavanaṃ sālarājamūlaṃ, tattha viharanto vuccati ‘‘ukkaṭṭhāyaṃ viharati subhagavane sālarājamūle’’ti."
s_000002_004_061,chunk_000002,sc_000002_004,61,6562,6662,"Gocaragāmanidassanatthañhissa ukkaṭṭhāvacanaṃ, pabbajitānurūpanivāsaṭṭhānanidassanatthaṃ sesavacanaṃ."
s_000002_004_062,chunk_000002,sc_000002_004,62,6664,6791,"Tattha ukkaṭṭhākittanena āyasmā ānando bhagavato gahaṭṭhānuggahakaraṇaṃ dasseti, subhagavanādikittanena pabbajitānuggahakaraṇaṃ."
s_000002_004_063,chunk_000002,sc_000002_004,63,6793,6928,"Tathā purimena paccayaggahaṇato attakilamathānuyogavivajjanaṃ, pacchimena vatthukāmappahānato kāmasukhallikānuyogavivajjanupāyadassanaṃ."
s_000002_004_064,chunk_000002,sc_000002_004,64,6930,6990,"Purimena ca dhammadesanābhiyogaṃ, pacchimena vivekādhimuttiṃ."
s_000002_004_065,chunk_000002,sc_000002_004,65,6992,7051,"Purimena karuṇāya upagamanaṃ, pacchimena paññāya apagamanaṃ."
s_000002_004_066,chunk_000002,sc_000002_004,66,7053,7147,"Purimena sattānaṃ hitasukhanipphādanādhimuttataṃ, pacchimena parahitasukhakaraṇe nirupalepanaṃ."
s_000002_004_067,chunk_000002,sc_000002_004,67,7149,7247,"Purimena dhammikasukhāpariccāganimittaṃ phāsuvihāraṃ, pacchimena uttarimanussadhammānuyoganimittaṃ."
s_000002_004_068,chunk_000002,sc_000002_004,68,7249,7305,"Purimena manussānaṃ upakārabahulataṃ, pacchimena devānaṃ."
s_000002_004_069,chunk_000002,sc_000002_004,69,7307,7382,"Purimena loke jātassa loke saṃvaḍḍhabhāvaṃ, pacchimena lokena anupalittataṃ."
s_000002_004_070,chunk_000002,sc_000002_004,70,7384,7527,"Purimena ‘‘ekapuggalo, bhikkhave, loke uppajjamāno uppajjati bahujanahitāya bahujanasukhāya lokānukampāya atthāya hitāya sukhāya devamanussānaṃ."
s_000002_004_071,chunk_000002,sc_000002_004,71,7529,7704,"Katamo ekapuggalo, tathāgato arahaṃ sammāsambuddho’’ti (a. ni. 1.170) vacanato yadatthaṃ bhagavā uppanno, tadatthaparinipphādanaṃ, pacchimena yattha uppanno, tadanurūpavihāraṃ."
s_000002_004_072,chunk_000002,sc_000002_004,72,7706,7883,"Bhagavā hi paṭhamaṃ lumbinivane, dutiyaṃ bodhimaṇḍeti lokiyalokuttarāya uppattiyā vaneyeva uppanno, tenassa vaneyeva vihāraṃ dassetīti evamādinā nayenettha atthayojanā veditabbā."
s_000002_004_073,chunk_000002,sc_000002_004,73,7885,7912,Tatrāti desakālaparidīpanaṃ.
s_000002_004_074,chunk_000002,sc_000002_004,74,7914,7954,"Tañhi yaṃ samayaṃ viharati, tatra samaye."
s_000002_004_075,chunk_000002,sc_000002_004,75,7956,8015,"Yasmiñca sālarājamūle viharati, tatra sālarājamūleti dīpeti."
s_000002_004_076,chunk_000002,sc_000002_004,76,8017,8051,Bhāsitabbayutte vā desakāle dīpeti.
s_000002_004_077,chunk_000002,sc_000002_004,77,8053,8160,Na hi bhagavā ayutte dese kāle vā dhammaṃ bhāsati. ‘‘Akālo kho tāva bāhiyā’’ti (udā. 10) ādicettha sādhakaṃ.
s_000002_005_078,chunk_000002,sc_000002_005,78,8162,8216,Khoti padapūraṇamatte avadhāraṇe ādikālatthe vā nipāto.
s_000002_005_079,chunk_000002,sc_000002_005,79,8218,8243,Bhagavāti lokagarudīpanaṃ.
s_000002_005_080,chunk_000002,sc_000002_005,80,8245,8285,Bhikkhūti kathāsavanayuttapuggalavacanaṃ.
s_000002_005_081,chunk_000002,sc_000002_005,81,8287,8405,"Apicettha, ‘‘bhikkhakoti bhikkhu, bhikkhācariyaṃ ajjhupagatoti bhikkhū’’tiādinā (pārā. 45) nayena vacanattho veditabbo."
s_000002_005_082,chunk_000002,sc_000002_005,82,8407,8459,Āmantesīti ālapi abhāsi sambodhesīti ayamettha attho.
s_000002_005_083,chunk_000002,sc_000002_005,83,8461,8487,Aññatra pana ñāpanepi hoti.
s_000002_005_084,chunk_000002,sc_000002_005,84,8489,8555,"Yathāha ‘‘āmantayāmi vo, bhikkhave, paṭivedayāmi vo, bhikkhave’’ti."
s_000002_005_085,chunk_000002,sc_000002_005,85,8557,8568,Pakkosanepi.
s_000002_005_086,chunk_000002,sc_000002_005,86,8570,8648,Yathāha ‘‘ehi tvaṃ bhikkhu mama vacanena sāriputtaṃ āmantehī’’ti (a. ni. 9.11).
s_000002_005_087,chunk_000002,sc_000002_005,87,8650,8681,Bhikkhavoti āmantanākāradīpanaṃ.
s_000002_005_088,chunk_000002,sc_000002_005,88,8683,8730,Tañca bhikkhanasīlatādiguṇayogasiddhattā vuttaṃ.
s_000002_005_089,chunk_000002,sc_000002_005,89,8732,8798,Bhikkhanasīlatāguṇayuttopi hi bhikkhu bhikkhanadhammatāguṇayuttopi.
s_000002_005_090,chunk_000002,sc_000002_005,90,8800,8853,Bhikkhane sādhukāritāguṇayuttopīti saddavidū maññanti.
s_000002_005_091,chunk_000002,sc_000002_005,91,8855,8981,Tena ca nesaṃ bhikkhanasīlatādiguṇayogasiddhena vacanena hīnādhikajanasevitaṃ vuttiṃ pakāsento uddhatadīnabhāvaniggahaṃ karoti.
s_000002_005_092,chunk_000002,sc_000002_005,92,8983,9093,Bhikkhavoti iminā ca karuṇāvipphārasommahadayanayananipātapubbaṅgamena vacanena te attano mukhābhimukhe karoti.
s_000002_005_093,chunk_000002,sc_000002_005,93,9095,9162,Teneva ca kathetukamyatādīpakena vacanena nesaṃ sotukamyataṃ janeti.
s_000002_005_094,chunk_000002,sc_000002_005,94,9164,9230,Teneva ca sambodhanaṭṭhena sādhukaṃ savanamanasikārepi ne niyojeti.
s_000002_005_095,chunk_000002,sc_000002_005,95,9232,9278,Sādhukasavanamanasikārāyattā hi sāsanasampatti.
s_000002_005_096,chunk_000002,sc_000002_005,96,9280,9347,Aparesupi devamanussesu vijjamānesu kasmā bhikkhūyeva āmantesīti ce.
s_000002_005_097,chunk_000002,sc_000002_005,97,9349,9386,Jeṭṭhaseṭṭhāsannasadāsannihitabhāvato.
s_000002_005_098,chunk_000002,sc_000002_005,98,9388,9434,Sabbaparisasādhāraṇā hi bhagavato dhammadesanā.
s_000002_005_099,chunk_000002,sc_000002_005,99,9436,9480,"Parisāya ca jeṭṭhā bhikkhū, paṭhamuppannattā."
s_000002_005_100,chunk_000002,sc_000002_005,100,9482,9573,"Seṭṭhā, anagāriyabhāvaṃ ādiṃ katvā satthucariyānuvidhāyakattā sakalasāsanapaṭiggāhakattā ca."
s_000002_005_101,chunk_000002,sc_000002_005,101,9575,9616,"Āsannā, tattha nisinnesu satthusantikattā."
s_000002_005_102,chunk_000002,sc_000002_005,102,9618,9657,"Sadāsannihitā, satthusantikāvacarattāti."
s_000002_005_103,chunk_000002,sc_000002_005,103,9659,9727,"Apica te dhammadesanāya bhājanaṃ, yathānusiṭṭhaṃ paṭipattisabbhāvato."
s_000002_005_104,chunk_000002,sc_000002_005,104,9729,9800,Visesato ca ekacce bhikkhūyeva sandhāya ayaṃ desanātipi te eva āmantesi.
s_000002_005_105,chunk_000002,sc_000002_005,105,9802,9904,"Tattha siyā – kimatthaṃ pana bhagavā dhammaṃ desento paṭhamaṃ bhikkhū āmantesi, na dhammameva desetīti."
s_000002_005_106,chunk_000002,sc_000002_005,106,9906,9921,Satijananatthaṃ.
s_000002_005_107,chunk_000002,sc_000002_005,107,9923,10204,"Bhikkhū hi aññaṃ cintentāpi vikkhittacittāpi dhammaṃ paccavekkhantāpi kammaṭṭhānaṃ manasikarontāpi nisinnā honti, te anāmantetvā dhamme desiyamāne – ‘‘ayaṃ desanā kinnidānā kiṃpaccayā katamāya aṭṭhuppattiyā desitā’’ti sallakkhetuṃ asakkontā duggahitaṃ vā gaṇheyyuṃ, na vā gaṇheyyuṃ."
s_000002_006_108,chunk_000002,sc_000002_006,108,10206,10281,Tena nesaṃ satijananatthaṃ bhagavā paṭhamaṃ āmantetvā pacchā dhammaṃ deseti.
s_000002_006_109,chunk_000002,sc_000002_006,109,10283,10399,"Bhadanteti gāravavacanametaṃ, satthuno paṭivacanadānaṃ vā, apicettha bhikkhavoti vadamāno bhagavā te bhikkhū ālapati."
s_000002_006_110,chunk_000002,sc_000002_006,110,10401,10448,Bhadanteti vadamānā te bhagavantaṃ paccālapanti.
s_000002_006_111,chunk_000002,sc_000002_006,111,10450,10484,Tathā bhikkhavoti bhagavā ābhāsati.
s_000002_006_112,chunk_000002,sc_000002_006,112,10486,10513,Bhadanteti te paccābhāsanti.
s_000002_006_113,chunk_000002,sc_000002_006,113,10515,10575,"Bhikkhavoti paṭivacanaṃ dāpeti, bhadanteti paṭivacanaṃ denti."
s_000002_006_114,chunk_000002,sc_000002_006,114,10577,10609,Te bhikkhūti ye bhagavā āmantesi.
s_000002_006_115,chunk_000002,sc_000002_006,115,10611,10727,"Bhagavato paccassosunti bhagavato āmantanaṃ paṭiassosuṃ, abhimukhā hutvā suṇiṃsu sampaṭicchiṃsu paṭiggahesunti attho."
s_000002_006_116,chunk_000002,sc_000002_006,116,10729,10798,Bhagavā etadavocāti bhagavā etaṃ idāni vattabbaṃ sakalaṃ suttaṃ avoca.
s_000002_006_117,chunk_000002,sc_000002_006,117,10800,11707,"Ettāvatā ca yaṃ āyasmatā ānandena kamalakuvalayujjalavimalasādurasasalilāya pokkharaṇiyā sukhāvataraṇatthaṃ nimmalasilātalaracanavilāsasobhitaratanasopānaṃ vippakiṇṇamuttātalasadisavālikākiṇṇapaṇḍarabhūmibhāgaṃ titthaṃ viya suvibhattabhittivicitravedikāparikkhittassa nakkhattapathaṃ phusitukāmatāya viya, vijambhitasamussayassa pāsādavarassa sukhārohaṇatthaṃ dantamaya-saṇhamuduphalaka-kañcanalatāvinaddha- maṇigaṇappabhāsamudayujjalasobhaṃ sopānaṃ viya, suvaṇṇavalayānūpurādisaṅghaṭṭanasaddasammissitakathitahasitamadhurassaragehajanavicaritassa uḷāraissariyavibhavasobhitassa mahāgharassa sukhappavesanatthaṃ suvaṇṇarajatamaṇimuttāpavāḷādijutivissaravijjotita-suppatiṭṭhitavisāladvārabāhaṃ mahādvāraṃ viya ca atthabyañjanasampannassa buddhānaṃ desanāñāṇagambhīrabhāvasaṃsūcakassa imassa suttassa sukhāvagāhaṇatthaṃ kāladesadesakavatthuparisāpadesapaṭimaṇḍitaṃ nidānaṃ bhāsitaṃ, tassa atthavaṇṇanā samattā."
s_000002_006_118,chunk_000002,sc_000002_006,118,11709,11839,Suttanikkhepavaṇṇanā Idāni ‘‘sabbadhammamūlapariyāyaṃ vo’’tiādinā nayena bhagavatā nikkhittassa suttassa vaṇṇanāya okāso anuppatto.
s_000002_006_119,chunk_000002,sc_000002_006,119,11841,11957,"Sā panesā suttavaṇṇanā yasmā suttanikkhepaṃ vicāretvā vuccamānā pākaṭā hoti, tasmā suttanikkhepaṃ tāva vicārayissāma."
s_000002_006_120,chunk_000002,sc_000002_006,120,11959,12038,Cattāro hi suttanikkhepā attajjhāsayo parajjhāsayo pucchāvasiko aṭṭhuppattikoti.
s_000002_006_121,chunk_000002,sc_000002_006,121,12040,12123,Tattha yāni suttāni bhagavā parehi anajjhiṭṭho kevalaṃ attano ajjhāsayeneva kathesi.
s_000002_006_122,chunk_000002,sc_000002_006,122,12125,12334,"Seyyathidaṃ, ākaṅkheyyasuttaṃ, vatthasuttaṃ, mahāsatipaṭṭhānasuttaṃ, mahāsaḷāyatanavibhaṅgasuttaṃ, ariyavaṃsasuttaṃ, sammappadhānasuttantahārako, iddhipādaindriyabalabojjhaṅgamaggaṅgasuttantahārakoti evamādīni."
s_000002_006_123,chunk_000002,sc_000002_006,123,12336,12363,Tesaṃ attajjhāsayo nikkhepo.
